session_id,user_id,campaign_id,session_start,session_end,device_type,country,utm_campaign,utm_source,utm_medium
S0000242,U001587,C00555,2024-02-16 10:50:13,2024-02-16 10:55:35,mobile,MX,New Arrivals 2024 – Outdoor,organic,social
S0000243,U004565,,2025-05-06 04:46:22,2025-05-06 04:47:52,mobile,US,,facebook,social
S0000244,U003145,C00090,2024-02-26 05:44:37,2024-02-26 05:50:06,desktop,United States,Holiday Prep 2025 – Bedroom,direct,none
S0000245,U004059,,not_a_time,2024-11-03 20:22:37,desktop,US,,google,cpc
S0000246,,,2024-03-13 14:25:02,2024-03-13 14:28:40,desktop,US,,google,social
S0000247,,,2025-07-30 04:12:59,2025-07-30 04:16:36,desktop,Germany,,google,none
S0000248,U006434,,2025-01-26 09:46:11,2025-01-26 09:51:53,desktop,US,,direct,none
S0000249,U007926,,2024-02-17 01:28:47,2024-02-17 01:31:55,DESKTOP,Brazil,New Arrivals 2024 – Office,direct,email
S0000250,U002076,C00654,2025-05-23 17:03:26,2025-05-23 17:21:26,desktop,US,Weekend Flash 2025 – Storage,google,cpc
S0000251,U001151,C00590,2025-08-13 22:29:07,2025-08-13 22:31:20,mobile,US,New Arrivals 2025 – Outdoor,email,cpc
S0000252,,C00728,2024-07-09 10:59:01,2024-07-09 11:02:09,mobile,United States,Cozy Home 2025 – Storage,facebook,social
S0000253,U000953,C00193,2024-10-24 17:39:05,2024-10-24 17:45:16,  desktop,CA,Cozy Home 2024 – Storage,  direct  ,cpc
S0000254,U008062,C00075,2025-07-02 08:37:27,2025-07-02 08:38:38,mobile,India,Summer Sale 2024 – Storage,email,EMAIL
S0000255,U009894,C00284,2025-02-12 03:28:37,2025-02-12 03:41:57,mobile,US,, direct,none
S0000256,U001497,C00477,2024-03-25 23:37:28,2024-03-25 23:39:31,mobile,MX,Clearance 2026 – Decor,google,cpc
S0000257,U005062,C00174,2025-10-19 01:22:02,01-99-2025 25:61:00,mobile,US,Bundle & Save 2025 – Lighting,organic,organic
S0000258,U008870,C00217,2025-01-02 01:19:47,2025-01-02 01:25:37,mobile,CA,Bundle & Save 2025 – Outdoor,google,cpc
S0000259,U003255,,2025-01-29 13:29:49,2025-01-29 13:33:38,mobile,US,,google,CPC
S0000260,U006232,,2025-10-08 19:53:33,2025-10-08 19:59:14,tablet,US,,direct,none
S0000261,,C00426,2025-11-22 14:59:27,2025-11-22 15:08:08,mobile,  US  ,Cozy Home 2026 – Kitchen,organic,organic
S0000262,U002293,C00662,2025-02-22 13:50:41,2025-02-22 14:00:59,mobile,US,Clearance 2025 – Kitchen,google,cpc
S0000263,U000875,,2025-12-27 01:49:42,2025-12-27 01:53:57,mobile  ,US,,google,organic
S0000264,,C00180,2025-09-16 19:19:23,2025-09-16 19:25:46,mobile,  US  ,Cozy Home 2024 – Kitchen,facebook,social
S0000265,U008454,,2025-03-26 13:45:27,2025-03-26 13:50:28,mobile,UNITED STATES,,google,cpc
S0000266,U004378,,2025-09-25 18:21:50,2025-09-25 18:24:38,desktop,GERMANY,,direct,none
S0000267,U002017,,2024-08-05 18:06:37,2024-08-05 18:12:16,mobile,US,,google,social
S0000268,U001537,,2025-12-31 18:02:28,2025-12-31 18:11:26,desktop,US,,organic,organic
S0000269,U004217,,2025-01-11 02:26:43,2025-01-11 02:33:28,desktop,CA,,google, none
S0000270,U006916,C00424,2024-01-06 00:58:36,2024-01-06 01:09:15,tablet,US,Summer  Sale  2025  –  Decor    ,google,none 
S0000271,U001337,C00477,2025-02-07 10:20:03,2025-02-07 10:22:52,mobile,US,Clearance 2026 – Decor,facebook,social
S0000272,U005329,,2024-05-20 22:44:14,2024-05-20 22:47:32,mobile,US,,google,organic
S0000273,U006623,,2025-02-24 17:02:32,2025-02-24 17:07:22,mobile,US,Holiday Prep 2025 – Outdoor,organic,ORGANIC
S0000274,U009818,C00063,2025-01-25 21:28:24,2025-01-25 21:31:43,desktop,US,Bundle & Save 2025 – Kitchen,direct,none
S0000275,U002989,C00174,2025-05-11 08:31:44,2025-05-11 08:29:50,desktop,US,Bundle & Save 2025 – Lighting,google,email
S0000276,,C00153,2024-12-06 03:31:42,2024-12-06 03:35:16,TABLET,Australia,,organic,social
S0000277,,C00622,2025-06-28 15:26:39,2025-06-28 15:30:26,mobile,US,Weekend Flash 2025 – Decor,referral,referral
S0000278,U004398,,not_a_time,2024-11-05 16:35:12,mobile,CA,,GOOGLE,organic
S0000279,U003606,C00427,2025-08-03 08:16:09,2025-08-03 08:21:41,mobile,US,New Arrivals 2025 – Bath,organic,email
S0000280,U009032,C00163,2024-09-26 03:47:30,2024-09-26 03:49:49,mobile,US,Summer Sale 2024 – Office,google,CPC
S0000281,U003749,C00044,2025-05-29 02:14:24,2025-05-29 02:18:21,mobile  ,Canada,Holiday Prep 2025 – Storage,referral,referral
S0000282,U000426,C00420,2024-09-26 14:21:11,,mobile,US,,google,  cpc
S0000283,,,2025-09-07 23:40:06,2025-09-07 23:47:16,mobile,US  ,,google,cpc
S0000284,U004752,C00018,2025-05-24 19:57:11,,desktop,US,Back to School 2025 – Decor,email,email
S0000285,U004659,C00056,2024-11-27 18:15:35,2024-11-27 18:18:55,desktop,Australia,,google,referral
S0000286,U008121,,2024-08-07 13:57:36,2024-08-07 14:04:31,desktop,MX,,direct,none
S0000287,,,2025-10-28 13:03:22,2025-10-28 13:08:46,mobile,US,,referral,email
S0000288,,C00626,2024-04-13 23:35:14,2024-04-13 23:44:37,mobile,US,SUMMER SALE 2025 – OFFICE,google,cpc
S0000289,U001110,C00075,2025-12-28 23:46:20,2025-12-28 23:49:56,mobile,US,Summer Slae 2024 – Storage,EMAIL,cpc
S0000290,U002590,C00651,2025-09-11 06:33:01,2025-09-11 06:35:53,mobile,US,BACK TO SCHOOL 2024 – DECOR,direct,cpc
S0000291,U000214,,2024-08-25 08:50:50,2024-08-25 08:53:01,desktop,US,,email,email
S0000292,U002034,C00810,2024-09-07 01:27:05,2024-09-07 01:29:36,mobile,France,Clearance 2024 – Decor,google,organic
S0000293,U004737,C00487,2025-02-21 07:24:44,2025-02-21 07:29:47,mobile,US,New Arrivals 2025 – Decor,organic,organic
S0000294,U008063,,2024-04-30 16:26:07,,mobile,Brazil,,google,none
S0000295,U006327,C00010,2025-09-01 22:29:43,2025-09-01 22:37:14,mobile,US,Back to School 2025 – Decor,organic,organic
S0000296,U007585,,2025-07-15 10:09:11,2025-07-15 10:18:16,mobile,US,,google,organic
S0000297,U004595,C00012,2024-05-12 12:35:40,,mobile,US,,facebook,social
S0000298,U006951,,2026-01-04 12:25:57,2026-01-04 12:29:44,desktop,UK,,google,organic
S0000299,U005782,C00257,2025-01-12 01:08:44,2025-01-12 01:12:10,mobile,US,bundle & save 2025 – decor,google,organic
S0000300,U005792,,2025-02-01 02:31:41,2025-02-01 02:39:35,mobile,Canada,,organic,organic
S0000301,U004201,,2025-08-20 23:31:48,2025-08-20 23:40:58,mobile  ,US,,referral,NONE
S0000302,U009062,C00640,2024-12-21 14:58:25,2024-12-21 15:01:20,MOBILE,US,NEW ARRIVALS 2024 – BEDROOM,email,SOCIAL
S0000303,U001827,,2024-11-03 11:50:57,2024-11-03 11:48:41,mobile,US,, google   ,none
S0000304,U003853,C00477,2025-06-04 21:25:24,2025-06-04 21:39:51,desktop,US,Clearance 2026 – Decor,google,organic
S0000305,,C00063,2025-03-07 02:04:07,2025-03-07 02:07:08,desktop,United States,Bundle & Save 2025 – Kitchen,organic,organic
S0000306,U003341,,2024-09-14 05:13:24,2024-09-14 05:18:19,mobile  ,Brazil,,organic,organic
S0000307,,C00566,2025-10-15 16:00:06,2025-10-15 16:02:18,desktop,US,New Arrivals 2024 – Storage,facebook,email
S0000308,U006587,C00101,2025-05-07 04:25:05,2025-05-07 06:25:05,tablet,IN,Clearance 2025 – Bedroom,google,none
S0000309,U006098,C00180,2024-07-15 04:58:02,2024-07-15 05:06:49,desktop,US,,google,organic
S0000310,U006087,C00555,2025-09-09 11:02:32,2025-09-09 11:11:51,mobile,US ,,organic,organic
S0000311,U000883,C00401,2025-03-18 01:50:00,2025-03-18 01:53:00,mobile,Mexico,,facebook,social
S0000312,U006661,C00496,2024-12-24 07:17:16,2024-12-24 07:19:15,desktop,US,SUMMER SALE 2024 – DECOR,google,none
S0000313,,C00010,2025-09-27 09:19:28,2025-09-27 09:25:11,mobile,United States,,organic,organic
S0000314,U007079,,2025-04-22 19:40:43,2025-04-22 19:46:57,desktop,US,,GOOGLE,none
S0000315,U002189,,2025-10-28 10:09:04,2025-10-28 10:10:57,mobile,USA,,google,organic
S0000316,,C00501,2025-06-11 15:15:43,2025-06-11 15:23:53,TABLET,CA,Weekend Flash 2025 – Decor,google,cpc
S0000317,U000214,,2025-02-17 21:58:19,2025-02-17 22:01:52,MOBILE,DE,,facebook,  social
S0000318,U003414,,2026-01-01 04:23:52,2026-01-01 04:26:40,mobile,CANADA,,google,none
S0000319,U000250,,2024-03-19 22:04:19,2024-03-19 22:07:08,mobile,Australia,,referral,none
S0000320,U000544,C00662,2024-01-10 07:21:54,2024-01-10 07:28:31,MOBILE,US,,facebook,social
S0000321,U001373,C00102,2025-05-15 02:40:37,,MOBILE,US,Weekend Flash 2025 – Decor,facebook,social
S0000322,,C00691,2025-01-04 01:49:30,2025-01-04 01:52:47,mobile,US,Holiday Prep 2025 – Storage,google,cpc
S0000323,U004385,C00759,2024-10-06 19:50:41,2024-10-06 19:52:43,mobile,CA,Summer Sale 2025 – Bedroom,direct,none
S0000324,U007999,,2025-02-20 20:38:10,2025-02-20 20:46:54,mobile,US,,google,organic
S0000325,U007967,,2024-09-17 02:06:03,2024-09-17 02:09:17,mobile,US  ,,email,email
S0000326,U002640,C00496,2025-11-24 02:15:26,2025-11-24 02:19:18,mobile ,usa,SUMMER SALE 2024 – DECOR,facebook,social
S0000327,U007311,C00534,2024-01-24 15:26:19,2024-01-24 15:30:19,MOBILE,UK,  Back  to  School  2024  –  Bath    ,email,social
S0000328,U003840,,2024-03-26 15:27:20,2025-11-31T09:00:00,desktop,US,,organic,organic
S0000329,U004299,C00252,2025-07-29 21:40:59,2025-07-29 21:45:26,mobile,United States,,direct,none
S0000330,U007478,,2025-04-13 08:54:11,2025-11-31T09:00:00,mobile,usa,,facebook,cpc
S0000331,U003161,C00400,2024-03-30 12:54:05,2024-03-30 13:05:09,desktop,united states,Weekend Flash 2025 – Outdoor   ,direct,none
S0000332,U003374,C00230,2025-11-26 23:25:27,2025-11-26 23:26:31,mobile,CA,Bundle & Save 2024 – Bedroom,google,cpc
S0000333,U009144,,2025-12-09 10:10:49,2025-12-09 10:13:01,desktop,usa,,direct,email
S0000334,U000595,C00063,2025-07-18 19:50:33,2025-07-18 19:58:05,  desktop,us,,  facebook  ,cpc
S0000335,U006859,C00172,2025-11-05 08:50:44,2025-11-05 08:56:47,mobile,United States,  Cozy Home 2025 – Bedroom,organic,organic
S0000336,U009955,,2025-05-04 04:25:22,2025-05-04 04:34:51,mobile,US,,google,cpc
S0000337,,C00059,2024-08-20 01:10:26,2024-08-20 01:11:48,mobile,CA,Cozy Home 2025 – Storage,facebook,email
S0000338,,,2024-01-02 07:30:50,2024-01-02 07:33:37,mobile,US,,facebook,social
S0000339,U000699,,2025-11-07 05:29:17,2025-11-07 05:35:26,mobile,CA,,organic,social
S0000340,U003411,C00555,2024-02-01 22:49:30,2024-02-01 22:55:47,desktop,US,New Arrivals 2024 – Outdoor,google,organic
S0000341,U007441,C00564,2024-01-08 04:49:42,2024-01-08 04:51:53,mobile,US,New Arrivals 2024 – Kitchen,organic,organic
S0000342,U001608,C00257,2025-06-10 18:53:53,2025-06-10 18:58:06,mobile,UK,bundle & save 2025 – decor,google,cpc
S0000343,,C00808,2025-09-19 05:17:24,2025-09-19 05:19:09,mobile,United States,New Arrivals 2025 – Office,google,none
S0000344,U004867,,2025-10-03 09:49:49,2025-10-03 09:52:17,mobile,US,,direct,none
S0000345,,C00030,2024-08-22 00:12:37,2024-08-22 00:15:54,mobile,US,holiday prep 2024 – decor,google,none
S0000346,U003332,C00424,2025-05-01 03:29:38,2025-05-01 03:33:52,desktop,usa,Summer Sale 2025 – Decor,organic,organic
S0000347,,,2025-12-30 22:51:01,2025-12-30 22:53:09,mobile,United States,,direct,none
S0000348,U009860,C00101,2024-04-02 03:13:41,,mobile,MX  ,CLEARANCE 2025 – BEDROOM,organic,organic
S0000349,U008162,C00226,2025-08-21 22:57:53,2025-08-21 23:02:23,mobile,India,New Arrivals 2025 – Bedroom,facebook,none  
S0000350,U005129,,2024-03-07 12:31:43,2024-03-07 12:39:25,mobile,US,,direct,none
S0000351,,C00441,2024-11-05 01:49:13,2024-11-05 01:51:54,desktop,FR,New Arrivals 2026 – Office,google,cpc
S0000352,U003251,C00566,2024-07-24 14:29:05,2024-07-24 14:36:17,desktop,  Canada  ,New Arrivals 2024 – Storage,email,email
S0000353,U000467,,2024-06-21 08:12:47,2024-06-21 08:16:40,desktop,AU,,email,email
S0000354,,,2024-07-16 11:18:42,2024-07-16 11:23:00,mobile,IN,,EMAIL,email
S0000355,U007973,,2025-09-13 12:05:19,2025-09-13 12:14:25,mobile,US,,organic,none
S0000356,U003367,,2025-02-02 02:53:03,2025-02-02 03:01:47,desktop,Canada,,organic,organic
S0000357,,C00349,2024-03-18 10:45:08,2024-03-18 10:50:31,mobile,US,Weekend Flash 2025 – Office,organic,organic
S0000358,U003189,,2024-02-08 15:32:30,2024-02-08 15:36:53,mobile,UNITED STATES,,google,CPC
S0000359,,,2024-06-29 01:18:51,2024-06-29 01:22:34,mobile,US,,direct,none
S0000360,U005676,,2025-03-31 03:07:05,2025-03-31 03:09:28,mobile,US,,google,none
S0000361,U006455,C00420,2025-09-10 04:37:40,2025-09-10 04:41:58,mobile,US,Cozy Home 2025 – Outdoor,email,email
S0000362,U003148,C00742,2025-10-26 18:23:37,2025-10-26 18:26:36,mobile,Canada,New Arrivals 2025 – Storage,  facebook ,social
S0000363,U000732,,2024-10-08 07:08:50,2024-10-08 07:13:35,mobile,United States,,email,cpc
S0000364,U000993,C00451,2025-01-16 08:38:25,2025-01-16 08:44:33,mobile,Canada,New Arrivals 2024 – Outdoor,referral,none
S0000365,U008853,C00075,2024-08-24 18:24:49,2024-08-24 18:26:26,mobile,US,Summer Sale 2024 – Storage,    direct,none
S0000366,U004822,C00101,2024-10-30 09:56:04,2024-10-30 10:03:18,tablet,usa,Clearance 2025 – Bedroom,email,email
S0000367,U000531,,2024-02-11 06:53:51,2024-02-11 06:56:41,mobile,US,,direct,none
S0000368,U007631,C00163,2025-07-03 05:11:28,2025-07-03 05:24:01,mobile,United States,Summer Sale 2024 – Office,facebook,social
S0000369,U009164,C00507,2026-01-14 11:03:59,2026-01-14 11:05:31,mobile,United States,Summer Sale 2025 – Outdoor,facebook,social
S0000370,U003553,C00705,2024-02-18 16:15:12,2024-02-18 16:20:11,mobile,US,Summer Sale 2025 – Decor,facebook,email
S0000371,U003632,,2024-05-22 12:06:42,2024-05-22 12:09:05,desktop,US,,organic,organic
S0000372,U000901,C00564,2025-03-12 07:56:21,2025-03-12 08:04:17,desktop,US,New Arrivals 2024 – Kitchen,google,organic
S0000373,U002287,C00061,2025-09-03 20:03:07,2025-09-03 20:07:57,mobile,United Kingdom,Summer Sale 2024 – Bedroom,referral,referral
S0000374,U009627,C00791,2024-09-03 18:12:30,2024-09-03 18:15:26,desktop,US,,google,cpc
S0000375,,C00659,2025-07-09 20:17:07,2025-07-09 20:19:23,  mobile  ,IN,,email,email
S0000376,U004124,C00163,2025-05-17 16:26:40,2025-05-17 16:29:24,mobile,France,Summer Sale 2024 – Office,organic,organic
S0000377,U007597,,2024-05-25 07:38:04,2024-05-25 07:44:11,mobile,US,,google,organic
S0000378,U001606,C00056,2025-07-26 16:07:26,2025-07-26 16:26:02,mobile,MX, Weekend Flash 2026 – Decor   ,organic,organic
S0000379,U001706,,2025-07-07 01:48:47,,mobile,us,,google,none
S0000380,,C00174,2024-05-02 21:47:58,2024-05-02 21:52:19,mobile,US,,google,organic
S0000381,U008700,C00358,2025-06-08 21:06:34,2025-06-08 21:10:29,mobile,FR,Back to School 2025 – Bedroom,direct,none
S0000382,U006094,C00247,2025-01-02 20:17:11,,mobile,Germany,Holiday Prep 2026 – Office,FACEBOOK,social
S0000383,U006070,,2025-12-13 11:36:10,,desktop,US,,facebook,social
S0000384,U006212,,2025-11-22 09:41:15,,desktop,canada,,google,cpc
S0000385,U007187,C00662,2025-08-13 15:48:09,2025-08-13 15:50:09,mobile,US,Clearance 2025 – Kitchen,google,cpc
S0000386,U003962,,2024-02-27 14:25:59,2024-02-27 14:31:24,mobile,usa,,referral,cpc
S0000387,U001068,,2024-06-08 21:46:25,2024-06-08 21:53:26,tablet,United States,,google,organic
S0000388,U000301,C00420,2025-11-28 15:05:44,2025-11-28 15:09:44,mobile,US,Cozy Home 2025 – Outdoor,REFERRAL,referral
S0000389,U000204,,2025-03-04 12:45:18,2025-03-04 12:49:16,mobile,US,,organic,organic
S0000390,U000065,,2025-11-27 15:45:29,2025-11-27 15:51:30,mobile,US,,google,CPC
S0000391,U000211,C00814,2024-07-20 20:04:49,2024-07-20 20:08:28,mobile,Brazil,New Arrivals 2024 – Kitchen   ,direct    ,cpc
S0000392,,,2024-05-24 12:36:25,2024-05-24 12:39:50,desktop,US,,organic,organic
S0000393,U008924,,2025-07-08 00:43:33,2025-07-08 00:49:46,desktop,CA,,organic,organic
S0000394,U007198,C00662,2024-07-31 12:16:05,2024-07-31 12:20:04,mobile,US,,facebook,cpc
S0000395,,,2024-08-10 04:14:18,2024-08-10 04:18:10,desktop,US,,facebook,social
S0000396,,,2025-09-28 02:18:22,2025-09-28 02:21:05,mobile ,US,,google,email
S0000397,U004542,,2024-03-16 02:50:53,2024-03-16 02:54:55,mobile,AU,,google,cpc
S0000398,U007028,C00022,2025-10-26 09:17:25,2025-10-26 09:19:38,mobile,au,,google, organic
S0000399,U000818,C00136,2024-07-03 17:39:42,2024-07-03 17:47:52,desktop,BR,,google,organic
S0000400,U002788,,2024-07-17 05:38:54,2024-07-17 05:41:18,mobile,United States,,organic,organic
S0000401,U003744,,2025-08-29 21:58:50,2025-08-29 22:05:06,MOBILE,United  States  ,,facebook,social
S0000402,U003332,C00489,2025-01-09 18:33:05,2025-01-09 18:40:03,mobile,US,New Arrivals 2026 – Kitchen,organic,organic
S0000403,U006754,,2025-05-06 13:29:34,,desktop,CA,,facebook,social
S0000404,U006193,C00056,2024-03-14 17:00:41,2024-03-14 17:00:43,mobile,US, Weekend Flash 2026 – Decor   ,organic,social
S0000405,U006564,C00659,2024-05-30 17:15:04,2024-05-30 17:22:47,desktop,FR,Weekend Flash 2025 – Kitchen,organic,ORGANIC
S0000406,U009507,C00039,2025-05-31 00:42:07,2025-05-31 00:44:43,desktop,us,,organic,referral
S0000407,U002640,C00651,2024-03-22 21:52:37,2024-03-22 21:57:51,tablet,United States,BACK TO SCHOOL 2024 – DECOR,DIRECT,none
S0000408,U005722,,2024-01-31 09:53:23,2024-01-31 09:57:40,mobile,US ,,google,cpc
S0000409,U008530,C00050,2024-08-10 23:39:08,2024-08-10 23:42:56,mobile,AU,,direct,email
S0000410,U005267,,2024-11-07 03:44:32,2024-11-07 03:48:59,desktop,CA,,facebook,cpc
S0000411,,C00408,2026-01-02 11:40:23,,desktop,US,Summer Sale 2025 – Kitchen,google,organic
S0000412,U008165,C00597,2024-12-13 12:36:52,2024-12-13 12:44:19,mobile,US,,GOOGLE,none
S0000413,,C00252,2024-08-04 02:04:13,2024-08-04 02:06:19,mobile,US,,google,organic
S0000414,U006521,C00257,2025-02-16 14:48:00,2025-02-16 14:51:16,mobile,ca,bundle & save 2025 – decor,google,cpc
S0000415,U006791,C00424,2024-06-05 18:36:42,2024-06-05 18:38:11,mobile,US,Summer Sale 2025 – Decor,direct,email
S0000416,,,2024-04-05 13:58:27,2024-04-05 14:07:58,mobile,US,New Arrivals 2024 – Lighting,email,email
S0000417,U004993,C00496,2026-01-07 09:27:38,2026-01-07 09:31:22,mobile,  US   ,SUMMER SALE 2024 – DECOR,google,social
S0000418,U004729,C00622,2024-05-09 04:59:24,2024-05-09 05:03:12,desktop,us,Weekend Flash 2025 – Decor,google,organic
S0000419,,C00039,2024-10-15 04:38:50,2024-10-15 04:40:33,DESKTOP,US,Cozy Home 2026 – Kitchen,google  ,organic
S0000420,,C00176,2025-02-07 13:31:48,,desktop,us,,organic,organic
S0000421,U008814,C00652,2025-12-30 10:53:18,2025-12-30 11:01:13,mobile,US,,facebook,cpc
S0000422,U005077,,2024-06-28 02:55:55,2024-06-28 03:04:33,desktop,Mexico,,organic,social
S0000423,U004379,,2025-07-23 08:38:39,2025-07-23 08:43:27,desktop,United States  ,Bundle & Save 2025 – Outdoor,organic,email
S0000424,U005660,C00247,2024-08-27 12:44:30,2024-08-27 12:46:22,desktop,US,Holiday Prep 2026 – Office,  facebook ,cpc
S0000425,U006919,C00582,2024-11-29 23:53:37,2024-11-29 23:57:09, desktop   ,United States,Cozy Home 2024 – Bedroom,email,cpc
S0000426,U002826,,2025-11-17 03:36:04,,desktop,usa,,google,cpc 
S0000427,U001000,C00785,2024-08-29 14:15:27,2024-08-29 14:23:02,desktop,mx,Back to School 2025 – Bath,organic,organic
S0000428,U003570,C00566,2026-01-08 17:22:19,2026-01-08 17:27:52,desktop,US,New Arrivals 2024 – Storage,email,email
S0000429,U000437,,2024-09-23 23:15:10,2024-09-23 23:18:02,DESKTOP,UK,,google,cpc
S0000430,U002700,C00346,2024-01-06 17:47:31,2024-01-06 17:52:31,desktop,United States,Cozy Home 2024 – Kitchen,google,organic
S0000431,U006321,,2024-12-09 06:01:19,2024-12-09 06:03:18,TABLET,Canada,,google      ,organic
S0000432,U004591,C00281,2025-12-16 09:44:22,2025-12-16 09:50:58,desktop,us,Weekend Flash 2025 – Kitchen,google,organic
S0000433,U008120,,2025-01-11 10:11:06,,desktop,US,,facebook,cpc
S0000434,U001992,,2025-11-14 11:11:01,2025-11-14 11:13:52,mobile,CA,,google,cpc
S0000435,U005311,C00640,2024-09-20 22:55:34,2024-09-20 22:58:00,mobile,IN,NEW ARRIVALS 2024 – BEDROOM,facebook,social
S0000436,U000768,C00255,2025-05-23 00:40:39,2025-05-23 00:42:46,desktop,US,Clearance 2026 – Kitchen,google,organic
S0000437,U007782,C00102,2024-05-31 20:24:18,2024-05-31 20:29:35,desktop,FR,,referral,referral  
S0000438,U009672,C00620,2024-08-10 03:45:22,2024-08-10 03:42:44,mobile,ca,  Summer Sale 2024 – Storage  ,organic,email
S0000439,,C00101,2025-10-11 20:09:36,2025-10-11 20:10:52,mobile,US,Clearance 2025 – Bedroom,referral,none
S0000440,U002157,,2024-04-20 01:32:46,2024-04-20 01:33:44,mobile,AU,,facebook,email
S0000441,U003394,C00651,2024-03-12 09:58:24,2024-03-12 10:01:47,mobile,US,BACK TO SCHOOL 2024 – DECOR,direct,referral
S0000442,U000315,,2024-01-30 22:50:26,2024-01-30 22:52:36,desktop,  CA  ,,GOOGLE,organic
S0000443,U007467,,2024-09-21 04:29:02,2024-09-21 04:27:14,mobile,IN,,facebook,cpc
S0000444,U001294,,2024-06-09 01:12:35,2024-06-09 01:15:12,desktop,us,,google,CPC
S0000445,U008741,,2024-12-21 14:54:23,2024-12-21 14:57:48,mobile,US,,GOOGLE,cpc
S0000446,U007989,C00499,2024-01-11 15:54:08,2024-01-11 16:00:16,desktop,United States,,google,cpc
S0000447,,,not_a_time,2025-02-11 14:00:57,desktop,usa,,email,email
S0000448,U001569,C00094,2025-02-02 01:17:12,2025-02-02 01:21:31,mobile,Canada,,facebook,social
S0000449,U002826,,2025-11-29 21:49:06,,mobile,US   ,,organic,organic
S0000450,U006563,C00010,2025-07-15 22:04:49,2025-07-15 22:07:03,mobile,US,Back to School 2025 – Decor,google,organic
